150,150,150,150,150,-1,0
150,150,150,150,150,-5,1
150,150,150,150,150,-3,1
150,150,150,150,150,0,1
150,150,150,150,150,-3,1
150,150,142.894369570712,140.657330832391,150,-2,1
150,112.625117765640,100.729661561822,127.873188052266,150,-5,1
78.028457157205,93.788305330494,150,150,150,-5,1
150,150,150,150,150,0,1
150,150,150,150,150,-1,1
150,150,150,150,150,-3,1
150,150,150,150,150,-2,1
150,150,150,150,150,-1,1
150,150,131.022774153516,150,150,-1,1
150,91.065425461938,113.460184846898,150,150,0,1
150,52.011971870067,73.317157298133,150,150,0,1
150,150,150,150,150,-2,1
150,150,150,150,150,-1,1
150,150,150,150,150,3,1
150,150,150,150,150,2,1
150,150,150,150,150,0,1
150,150,150,150,150,0,1
150,150,119.531686742356,126.275149990769,150,0,1
150,107.508464211006,79.103664866615,83.529662654159,133.802226065517,-1,1
89.715126953683,44.389493338187,37.601860916986,44.580384515937,91.096482763716,-2,1
150,150,150,150,150,0,1
150,150,150,150,150,-1,1
150,150,150,150,150,-2,1
150,150,150,150,150,-1,1
150,150,150,150,150,-3,0
150,150,150,150,150,-5,0
150,150,150,150,150,-1,0
150,150,134.145684238167,126.934749254901,150,-2,0
150,103.681941598713,89.022240499315,107.997640428194,150,-4,0
63.468092591328,63.683616013650,93.735149839375,150,150,-2,0
46.884925461584,61.130033600567,150,150,150,-3,0
67.808793369565,150,150,150,150,-4,0
150,150,150,150,150,-5,0
150,150,150,150,150,-4,0
150,150,150,150,108.110812642858,1,0
150,150,150,150,120.397482006188,-1,0
150,150,150,150,109.363415389340,0,0
150,150,150,150,105.635589470035,0,0
150,150,150,150,150,0,0
150,139.352102268537,124.056905127259,150,150,-1,0
128.500071467811,87.642225951344,87.700102352615,128.839824990220,150,0,0
68.933075311935,47.224359469083,47.235189151595,68.996972866821,150,3,1
150,137.998543044868,150,150,150,-1,0
150,150,150,150,150,0,0
112.778737000359,150,150,150,150,-2,0
150,150,150,150,150,-4,0
150,150,150,150,145.122789342316,-5,0
150,150,130.645966444732,119.254678892396,150,-2,0
150,103.774983479012,87.361022219298,103.852670572890,150,0,0
122.227427966604,59.845303239426,50.460051348713,59.785727649370,121.797955429595,-2,1
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,2,0
142.302387459840,150,150,150,150,2,0
134.046771774091,112.260115882155,132.962250497108,150,150,0,0
94.513734242842,79.316926073601,93.933056725250,150,150,-1,0
52.212225162558,49.483205676669,67.018960417059,150,150,2,1
150,150,150,150,150,-2,0
150,150,150,150,150,0,0
150,150,150,150,150,4,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,122.309348442475,150,0,0
150,150,150,150,109.670457986433,0,0
150,150,150,150,72.103635154774,0,0
150,150,150,150,98.402420164792,0,0
150,150,150,150,124.786020136883,0,0
150,150,150,150,150,0,0
150,150,150,150,150,-4,0
150,150,150,150,117.285707416126,-3,0
150,150,150,95.150035015378,114.445952514380,1,0
150,150,150,71.301840651673,72.081470251704,1,0
150,148.622529037454,150,150,80.302528866866,-1,0
126.492348425809,121.893943550401,150,150,118.822867099992,-5,0
144.680026522002,150,150,68.994424309747,52.790588018257,-4,0
150,56.130052278383,34.968862841627,32.961408038324,150,-1,1
150,133.480316405957,112.270664725561,133.549377086556,150,0,0
150,116.138191226854,97.655441528583,116.038550066388,150,-2,0
89.585563654010,69.894557433318,77.322959267438,135.034647277879,150,-2,0
44.835049271966,45.346529682356,67.351296389338,150,150,-3,0
34.222538251476,52.908389813443,150,150,148.508115652580,-3,1
150,150,135.226395332877,150,150,-5,1
150,150,150,150,150,0,1
150,150,150,150,150,-3,0
150,150,150,150,150,-5,0
150,150,150,150,150,-3,0
150,150,150,150,150,1,0
150,150,137.097544155860,120.067601029058,149.033773447670,1,0
150,150,117.229147016274,89.855915669961,98.094853570085,0,0
150,150,77.497922134866,59.571766967256,65.002525592632,1,1
150,150,150,150,150,2,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,150,150,150,-2,0
150,150,150,150,150,-1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,146.112421228472,0,0
150,150,150,150,140.360422755709,0,0
150,150,150,150,150,0,0
147.934442070760,150,150,150,150,-1,0
123.561262549596,123.366602991148,126.690114564558,150,150,-3,0
93.323532031765,97.278104462007,150,150,145.934643806965,0,0
70.193971962163,73.046095102230,114.051469291310,150,150,-1,0
48.980354518078,57.369839138563,113.602337885120,150,150,-1,0
36.944752626438,49.341771528917,150,150,150,3,1
150,144.169133092827,150,150,150,2,0
150,150,134.927705040908,109.788609184543,150,4,0
68.637568802171,113.250825855851,150,150,110.662968672363,1,0
59.424717080564,80.678669902796,150,150,131.533051904153,1,0
45.660355553220,53.766886765811,107.895505483232,150,150,-1,0
150,150,126.858408166360,150,150,0,1
150,150,126.858408166360,150,150,1,0
150,150,118.567462853555,116.771880002218,150,0,0
150,150,87.514837912990,86.197177119131,123.707019354275,-2,0
150,53.648118480327,48.249422425181,61.239037055682,150,0,1
150,138.595541742484,116.477711250958,138.466769869486,150,3,0
110.698661931394,150,150,115.400423267439,110.182926073288,0,0
150,150,150,95.863512414586,91.544076523512,0,0
150,150,114.326906808828,72.492352614758,69.247172678405,0,0
150,150,74.907201300241,47.690747178674,45.585432790002,0,1
150,135.341475217732,113.802969277986,150,150,-1,0
148.371082186497,103.378571838718,150,150,150,1,0
142.672665015382,78.811829611843,70.003867947543,150,150,0,0
66.549419622013,37.121050992716,33.096897384659,150,150,0,1
150,139.188724336085,116.957757844085,139.018403701171,150,1,0
150,150,108.194724104437,106.499579846190,150,1,0
150,150,87.984858624420,75.570508432219,91.601305805728,0,0
150,98.921244217829,51.028675321187,43.957122935044,53.140655262331,0,1
150,131.092515207507,150,150,150,2,0
150,150,121.290334956293,99.782519629288,150,3,0
99.259295447177,150,150,116.214455515157,86.560886700695,1,0
91.493638531048,150,150,141.810297064904,87.789866926637,-1,0
110.711863202492,150,150,103.852269188933,76.966993405487,-2,0
150,150,150,62.604233977899,60.119435788870,2,0
150,150,150,150,44.888922481790,3,0
115.862170313840,140.844880892624,150,150,150,0,0
101.782154608745,123.873574317242,137.414998110353,129.988666349900,150,0,0
86.983600390339,105.804495096182,97.823087095174,92.565887366055,125.810348989117,0,0
71.907947791196,87.397856945199,57.489977950408,54.442966568446,73.741534571951,0,1
150,150,150,133.909300394297,80.422571622318,0,0
150,150,150,133.909321198087,80.422577648833,0,0
150,150,150,133.909325585080,80.422580190472,0,0
99.106495521013,150,150,133.909330644926,80.422583207289,0,0
98.737447313956,150,150,133.909336014967,80.422586408830,0,0
98.737444043493,150,150,133.909341500587,80.422589679278,0,0
98.737440747321,150,150,133.909347029332,80.422592975437,0,0
98.737437441554,150,150,133.909352574170,80.422596281190,0,0
150,150,150,133.909358125012,80.422599590522,-2,0
150,150,150,78.264583170976,64.998404236514,1,0
150,150,144.952015776161,77.114529414954,55.553082487082,1,0
150,150,127.898325829535,92.607629175072,55.822644769304,0,0
150,150,87.612884845173,63.621192472723,55.979475521467,1,0
150,150,66.558488712483,40.608287535042,37.872932681300,1,1
138.687947361428,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,129.044654751389,150,150,0,0
150,124.418233173867,89.627818799738,150,150,-3,0
49.435005275980,69.314417232912,150,150,150,0,0
42.349124618948,59.167258954174,150,150,150,3,1
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,143.597035896035,150.537658948657,0,0
150,150,150,114.443401104971,119.956029011701,-2,0
150,137.220620429156,85.294419915963,80.579236240973,109.183278902983,-2,0
97.401035865486,49.099788813138,41.896255943246,50.121073489134,104.789032699188,0,1
150,150,150,150,150,5,0
49.217972382941,81.504721344804,150,150,150,5,0
42.725255910491,31.110078538276,32.320996599066,49.952520622376,150,2,1
150,150,150,150,150,4,0
73.732196941205,150,150,150,150,2,0
57.767857448841,83.219013724097,150,150,150,0,0
52.225875918473,75.249378899527,125.284720043223,150,150,3,1
150,150,150,150,150,-1,0
150,150,150,150,150,-3,0
150,150,150,150,150,0,0
150,150,150,150,150,3,0
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,150,150,150,-3,0
150,150,150,150,150,1,0
150,150,150,150,150,5,0
150,150,150,150,150,1,0
150,150,150,150,150,1,0
150,150,150,150,150,1,0
137.148156183861,120.608791259873,150,150,150,1,0
90.600319244999,87.808087814899,150,150,150,1,0
47.284817619138,60.938060774704,150,150,150,1,1
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,144.556846700229,150,0,0
150,150,114.690227228571,106.906691037204,142.656019472140,-2,0
150,80.414923451920,67.269255645069,79.308144224534,150,1,0
150,39.761987125204,29.123840366983,30.359586046469,47.154290942653,3,1
150,150,150,150,150,-1,0
150,150,150,150,150,0,0
150,150,150,150,150,3,0
150,150,150,150,150,2,0
150,150,150,150,150,1,0
150,150,150,150,150,2,0
150,150,150,150,150,3,0
150,150,150,150,150,3,0
150,150,150,150,150,4,0
150,150,146.009037193837,145.629965266403,150,4,0
150,150,150,144.543056165838,119.842656317695,2,0
150,150,150,150,128.018098786760,4,0
150,150,150,150,150,5,0
150,150,150,150,150,4,0
150,150,150,150,150,2,0
150,150,150,150,150,1,0
150,150,150,150,150,1,0
138.988462459618,145.621453502995,150,150,150,2,0
130.368168906176,107.305196431975,124.938483494741,150,150,1,0
103.398945025220,73.823490841433,76.198308969536,117.408084128095,150,0,0
48.869812449749,35.163920878842,36.277401699758,55.489399163705,150,-1,1
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,2,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,2,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,149.530523609180,150,1,0
150,150,139.742214998848,113.853110290877,131.328020397295,0,0
150,131.334635353629,99.377019510529,81.102613827013,93.510183444854,0,0
145.146322362726,87.566950278593,58.780060999412,48.107948092016,55.350542430364,0,1
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,-3,0
150,150,150,150,150,0,0
150,150,150,150,150,3,0
150,150,150,150,150,0,0
150,150,150,150,138.669004344324,0,0
150,150,150,150,124.356600558174,-2,0
150,150,147.039524493687,105.261418686340,109.040724644666,0,0
150,150,107.801855838414,77.206686903510,79.889778777198,2,0
150,150,150,68.185112272584,55.581414619655,0,0
150,150,150,50.631796128135,41.400521103104,-2,1
150,150,150,150,150,2,0
150,150,150,150,150,2,0
122.887387161872,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,150,150,150,-3,0
147.119414749627,132.602149960592,150,150,150,-3,0
116.031524743880,150,150,150,150,-2,0
135.466318171081,150,150,150,150,-3,0
150,150,150,150,150,-4,0
150,150,150,150,150,-5,0
150,150,150,150,150,-5,0
150,150,150,150,150,-3,0
150,150,146.642981828225,150,150,-3,0
140.044809356402,115.213396624135,134.132661450014,150,150,-4,0
102.936441029277,146.918675933573,150,150,150,-5,0
150,150,150,150,150,-3,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,146.453438408898,150,150,150,0,0
130.033957443119,150,150,150,150,1,0
103.409252938542,139.505025865356,150,150,150,3,0
150,57.092324906665,142.232831686177,150,150,3,1
150,150,150,150,150,1,0
150,150,150,150,150,-1,0
150,150,150,150,150,0,0
150,150,150,150,150,5,0
150,150,150,150,150,3,0
150,150,150,150,150,2,0
150,150,150,150,150,2,0
149.818987890768,150,150,150,150,3,0
150,129.019327873016,150,150,150,2,0
150,100.174120205713,99.815902778898,145.820422464756,150,3,0
150,150,65.071383340773,63.230327453037,88.813145854529,2,1
150,150,150,150,150,3,0
121.825359791374,150,150,150,150,4,0
62.890706482899,79.618742516730,150,150,150,1,0
48.211268721823,53.167206329619,92.152303154805,150,150,2,1
150,150,150,150,150,3,0
150,150,150,150,150,3,0
70.388865253124,150,150,150,150,2,0
55.555489227559,150,150,150,150,5,0
78.333994498779,37.490375274628,31.477930596305,150,150,4,1
150,150,150,150,150,-4,0
150,150,150,150,133.471613941306,0,0
150,150,150,150,150,-2,0
150,150,150,150,123.916155058921,-2,0
150,150,150,150,100.424561337252,2,0
150,150,150,150,150,1,0
150,150,150,150,150,-1,0
150,150,150,150,150,-4,0
150,150,150,150,150,-1,0
150,150,150,150,150,2,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,143.300501944997,149.336675569397,148.282427465171,0,0
150,129.594444618440,102.645307620230,115.332150560550,121.232630848866,0,0
150,77.983406901531,61.915196345871,69.474854857077,94.133180666081,1,1
150,150,150,150,150,-3,0
150,150,150,150,117.729258275946,-4,0
150,150,150,77.049232172217,60.847393042619,-5,0
124.580893847569,51.284985409586,40.728099528189,45.505693765663,80.972300098671,-3,1
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,-3,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,143.311813600066,-1,0
150,150,150,117.841111627909,123.669265243294,4,0
150,150,150,150,114.997334750000,2,0
150,150,150,150,150,0,0
150,150,150,150,150,-2,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,142.994418460247,150,-1,0
150,150,106.850044085257,109.548740135766,150,-1,0
150,78.528313744400,64.156985039361,73.910437756296,140.708583457440,-2,1
150,150,150,150,150,1,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,3,0
150,150,150,150,150,3,0
150,150,150,129.111342084957,150,2,0
135.580339660491,141.847674800632,150,150,102.463056774059,5,0
150,140.062482611672,107.704783375049,118.006819869888,150,5,0
150,150,150,119.442196549609,91.133286067639,4,0
150,150,150,150,150,1,0
150,150,150,150,150,1,0
150,150,150,150,150,5,0
150,150,150,150,150,4,0
150,150,141.755874255456,150,150,1,0
150,150,107.347355707148,119.991218948974,150,-2,0
150,73.243841870481,74.330847953423,111.459499253186,150,-2,0
43.087919701572,39.715085320265,51.764325623073,141.908794942362,150,3,1
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,130.362553298359,150,150,0,0
150,107.453143660261,90.110976616962,107.916468232518,150,2,0
150,92.644372335873,56.778785820087,53.152513600557,70.908672680541,1,1
150,150,150,150,150,1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,140.531527794330,150,-1,0
150,150,150,107.444531528366,150,0,0
150,150,150,62.626568504987,108.976961027248,0,1
150,150,150,150,150,0,0
150,150,150,150,150,-1,0
150,150,150,150,150,0,0
150,150,150,150,150,0,0
150,150,150,150,148.756159547466,0,0
150,146.065094847868,150,150,139.467633452707,0,0
150,108.340153323294,150,150,130.101631943049,0,0
95.596336827341,130.895517678086,150,150,120.706723514173,-1,0
87.944442810538,150,150,124.356980335482,105.064847647507,0,0
113.015471379170,150,150,104.578271017057,88.359064613387,0,0
138.262494730813,150,150,84.660013243753,71.584969953426,0,0
150,150,130.775744099071,64.706541596016,54.780897808149,0,0
150,150,90.018574972006,44.740280219940,37.965656864898,-2,1
